SSN,Public,Na,Mg,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Mo,Ba,La,Ce,Pr,Nd,Sm,Hf,Ta,W,Hg,Pb,Bi,Th
icr068399,True,24706.2,5575.0,17286.0,50.6,45.7,43.1,1733.8,245.5,4.4,1969.8,6.4,24.6,48.9,7386.5,7.6,6.4,5.0,8.2,4.9,0.3,886.9,0.2,10.3,14.7,7.2,24.7,184.5,609.0,473.2,20.5,0.7,4.2,4.6,2.7,1.2,0.2,0.2,3.9,1.1,2.8
icr068400,True,25114.5,5575.0,22923.6,50.6,45.7,34.5,1634.4,164.6,3.9,2418.1,7.3,31.4,35.7,9222.3,8.3,9.1,5.3,10.4,7.1,0.3,886.3,0.2,12.8,17.1,11.8,24.7,184.5,597.4,616.3,25.8,0.7,5.2,6.4,3.3,1.7,0.2,0.2,9.1,0.9,3.1
icr068419,True,24568.6,5575.0,28261.8,50.6,45.7,146.8,40453.8,2948.6,4.4,2567.1,7.9,3.1,130.1,6245.9,0.7,1.6,2.9,12.3,9.6,0.3,885.0,0.2,105.3,186.8,5.9,24.7,184.5,5256.1,443.6,26.7,1.0,4.6,4.2,6.7,1.4,0.4,0.2,36.0,0.1,3.3
icr068420,True,25673.0,5575.0,36200.2,50.6,45.7,51.9,45064.7,2478.0,4.4,2577.5,26.5,6.8,108.0,9627.5,0.7,3.4,3.3,16.0,12.2,0.3,882.4,0.3,127.7,174.5,8.4,24.7,184.5,4398.9,772.8,60.3,1.0,6.7,6.9,5.7,2.7,1.4,0.2,43.0,0.1,3.9
icr068439,True,26747.4,5575.0,30079.0,50.6,45.7,64.0,42905.8,4878.6,4.4,1976.9,26.4,17.9,256.3,9589.6,0.7,5.7,5.1,16.0,8.2,0.3,886.3,0.2,117.3,120.3,4.1,24.7,184.5,3068.2,611.8,50.2,1.0,2.3,7.3,3.8,2.9,1.0,0.2,45.1,0.1,3.6
icr068440,True,25510.1,5575.0,34619.4,50.6,45.7,32.1,45868.7,3496.8,4.4,2116.3,50.7,27.4,596.7,20071.8,7.6,8.9,8.5,13.3,11.4,0.3,880.4,0.2,144.4,117.1,5.0,24.7,184.5,2881.9,993.0,176.0,0.9,3.5,13.4,2.1,5.2,3.4,0.2,81.6,0.1,8.1
icr068459,True,28590.6,5575.0,29321.2,50.6,45.7,43.9,31344.7,4930.8,4.4,2675.1,27.6,9.6,104.4,8300.2,0.7,3.4,3.7,11.4,8.4,0.3,881.7,0.2,88.5,174.2,8.7,24.7,184.5,2745.5,757.8,49.3,0.9,4.0,6.2,6.6,2.4,0.3,0.2,29.2,0.1,4.1
icr068460,True,30954.1,5575.0,30881.3,50.6,45.7,26.6,33783.2,4889.1,4.4,2639.1,33.6,6.9,146.8,11215.4,0.7,4.7,5.0,12.5,10.0,0.3,884.3,0.2,100.9,179.6,8.9,24.7,184.5,2856.5,897.8,67.5,2.4,3.7,8.7,7.2,3.4,0.5,0.2,35.0,0.1,5.0
icr068481,True,34516.4,5575.0,33313.3,50.6,45.7,26.1,36237.6,4628.7,4.4,3615.9,39.0,5.7,186.1,11905.5,0.7,5.0,5.7,15.2,12.1,0.3,882.4,0.2,117.5,210.4,13.2,24.7,184.5,2688.8,1187.8,93.0,2.0,3.5,9.6,15.4,3.5,0.4,0.2,38.4,0.1,8.4
icr068482,True,33297.5,5575.0,27800.0,50.6,45.7,48.6,31661.8,4298.0,4.4,3297.7,29.3,11.9,155.9,8723.2,0.7,3.5,4.8,11.8,9.3,0.3,882.4,0.2,91.5,180.6,11.5,24.7,184.5,2655.3,927.3,58.6,2.0,2.6,5.6,14.0,2.6,0.3,0.2,32.3,0.1,6.4
icr068499,True,31850.4,5575.0,26278.2,50.6,45.7,28.0,35468.0,3171.8,4.4,3340.7,33.8,4.9,136.7,8020.6,0.7,3.3,4.1,12.5,9.4,0.3,884.3,0.2,122.5,151.7,16.2,24.7,184.5,2217.6,1065.4,81.3,1.0,3.4,5.3,12.1,2.5,0.3,0.2,35.1,0.1,8.0
icr068500,True,29828.5,5575.0,27114.4,50.6,45.7,75.7,33489.6,3029.5,4.4,2767.5,27.5,4.2,171.4,8836.3,0.7,4.2,3.9,11.2,9.2,0.3,883.7,0.2,117.9,135.9,13.9,24.7,184.5,2363.2,859.0,73.3,0.7,4.1,6.8,9.5,3.1,0.5,0.2,34.8,0.1,6.1
icr068521,True,29406.1,5575.0,28355.3,50.6,45.7,48.9,36461.1,1680.9,4.4,3752.4,35.2,10.5,120.8,11936.8,0.7,3.0,5.1,11.3,7.4,0.3,881.7,0.2,92.4,129.3,9.1,24.7,184.5,3413.1,1104.0,100.3,1.4,1.9,6.8,14.8,3.6,0.9,0.2,35.6,0.1,5.7
icr068522,True,24732.8,5575.0,28584.7,50.6,45.7,23.1,31280.3,1475.5,4.4,3565.3,67.1,24.3,327.8,28042.1,0.7,4.6,8.9,14.2,8.0,0.3,882.4,0.2,102.9,122.9,12.5,24.7,184.5,3003.5,1710.2,366.3,0.8,4.3,10.3,10.2,6.7,2.5,0.2,90.8,0.1,14.1
icr068539,True,25342.4,5575.0,25265.1,50.6,45.7,28.4,25619.0,1780.0,4.4,2893.3,22.3,10.5,141.3,11679.8,0.7,5.1,5.2,10.0,6.4,0.3,883.7,0.2,79.5,75.1,8.1,24.7,184.5,1424.7,994.2,64.6,1.3,2.9,10.4,6.9,3.5,0.7,0.2,25.2,0.1,6.9
icr068540,True,30192.5,5575.0,29480.0,50.6,45.7,23.1,29880.7,1555.4,4.4,3844.3,37.0,25.0,182.4,18270.5,0.7,7.2,7.8,13.2,9.1,0.3,881.1,0.3,104.3,92.6,12.7,24.7,184.5,1701.3,1481.0,96.1,2.1,3.6,12.3,12.9,5.3,1.1,0.2,44.2,0.1,8.8
icr068559,True,41284.7,5575.0,27542.0,50.6,45.7,90.5,36053.2,2376.5,4.4,4053.1,38.5,11.0,163.6,10730.7,0.7,4.5,6.0,10.1,9.5,0.3,887.6,0.2,118.0,147.7,22.3,24.7,184.5,2686.0,1233.5,84.4,1.3,1.9,7.9,20.2,3.3,0.6,0.2,46.3,0.1,9.9
icr068560,True,32713.7,5575.0,23407.7,50.6,45.7,44.2,29025.6,2178.2,4.4,3024.1,28.0,10.0,108.0,8415.9,0.7,4.0,4.6,9.0,7.5,0.3,885.6,0.2,87.4,110.2,12.2,24.7,184.5,2002.4,891.3,73.3,1.2,2.5,4.2,12.6,2.6,0.3,0.2,32.4,0.1,9.7
icr068579,True,53747.8,5575.0,17762.4,50.6,45.7,68.0,25609.9,930.3,4.4,5003.7,72.7,10.2,147.7,10646.8,0.7,5.3,5.6,15.5,10.5,0.3,881.7,0.2,124.0,120.2,41.7,24.7,184.5,1585.5,1538.3,124.4,3.5,3.1,8.4,32.5,2.2,1.2,0.3,45.8,0.1,27.4
icr068580,True,35665.1,5575.0,28909.0,50.6,45.7,23.1,28011.4,1024.5,4.4,3920.4,38.2,9.5,84.1,11568.9,0.7,7.2,5.7,13.6,9.3,0.3,885.0,0.2,111.9,87.3,22.1,24.7,184.5,1736.6,1341.1,75.2,2.3,2.4,9.3,9.0,3.2,0.7,0.2,30.9,0.1,7.8
icr068599,True,29303.8,5575.0,26689.5,50.6,45.7,41.5,35510.1,2179.4,4.4,3480.1,31.7,7.8,161.6,8371.8,0.7,4.1,4.4,11.6,9.2,0.3,885.0,0.2,130.4,104.0,14.1,24.7,184.5,1514.0,1146.8,76.7,1.8,1.7,5.5,14.7,2.6,0.5,0.2,38.6,0.1,9.3
icr068600,True,28582.6,5575.0,31385.0,50.6,45.7,23.1,37933.7,2116.0,4.4,3124.5,30.6,7.5,141.6,12092.0,0.7,5.4,4.7,14.3,11.3,0.3,883.7,0.2,155.0,97.7,6.6,24.7,184.5,1538.9,1093.2,77.1,1.5,2.2,10.4,6.4,3.4,1.2,0.2,40.4,0.1,6.2
icr068619,True,28349.0,5575.0,28214.8,50.6,45.7,70.1,34820.4,4141.5,4.4,3194.7,31.7,4.3,148.4,9099.6,0.7,3.6,3.9,12.0,8.9,0.3,883.0,0.2,111.4,144.8,18.8,24.7,184.5,2277.1,961.1,63.7,2.3,2.0,6.0,10.9,3.0,0.5,0.2,31.3,0.1,5.9
icr068639,True,38010.7,5575.0,34300.9,50.6,45.7,23.1,41117.8,4027.3,4.4,3597.8,43.2,8.1,119.1,9934.7,0.7,5.0,4.9,16.3,12.1,0.3,883.7,0.2,128.4,175.7,14.8,24.7,184.5,2448.4,1149.7,75.9,2.8,1.7,3.1,15.0,3.3,0.6,0.2,40.2,0.1,4.8
icr068640,True,32579.0,5575.0,37064.3,50.6,45.7,46.9,43496.6,3498.4,4.4,2608.7,36.0,5.6,94.9,8840.9,0.7,4.6,3.8,12.4,11.2,0.3,884.3,0.2,121.6,159.0,10.1,24.7,184.5,2876.7,900.5,72.9,2.8,1.6,6.7,6.6,3.0,1.0,0.2,36.3,0.1,9.8
icr068662,True,23206.1,5575.0,27810.1,50.6,45.7,109.1,42622.3,3116.4,4.4,1225.5,6.8,1.3,108.0,3957.3,0.7,1.4,2.5,8.6,8.9,0.3,885.0,0.2,113.1,133.4,8.5,24.7,184.5,3590.1,282.2,24.2,1.1,5.6,3.1,5.3,0.9,0.5,0.2,49.2,0.1,3.1
icr068663,True,31230.8,5575.0,33509.7,50.6,45.7,23.1,52886.8,3200.6,4.4,1588.8,27.4,5.7,142.4,5018.9,7.4,2.1,2.1,8.8,10.4,3.8,885.0,0.2,153.1,160.0,19.9,24.7,184.5,3506.8,633.3,55.4,0.9,3.6,1.5,4.6,1.7,0.9,0.2,59.7,0.1,3.1
icr068677,True,27905.9,5575.0,29029.6,50.6,45.7,27.9,41436.9,4483.4,4.4,2555.1,18.2,1.8,118.8,6370.2,8.7,2.6,4.1,11.7,7.6,3.2,883.7,0.2,109.0,113.3,14.5,24.7,184.5,2696.3,851.7,19.2,0.8,1.6,5.0,9.9,2.2,0.3,0.2,37.3,0.1,4.4
icr068678,True,25560.3,5575.0,35141.0,50.6,45.7,32.9,50360.9,2302.9,4.4,2522.6,18.5,5.7,103.2,8516.8,9.9,3.7,4.0,10.3,11.0,3.3,880.4,0.5,158.7,90.8,9.1,24.7,184.5,2462.5,924.0,36.5,1.4,2.0,2.7,10.9,2.9,1.1,0.2,52.5,0.1,4.2
icr068697,True,31315.7,5575.0,28170.1,50.6,45.7,32.9,30879.7,2828.6,4.4,3134.0,23.7,12.0,172.6,10354.1,11.8,5.5,5.5,15.0,9.3,0.3,885.0,0.2,104.8,130.4,13.4,24.7,184.5,3161.0,1146.0,44.7,2.0,3.4,4.2,9.3,2.7,0.4,0.2,38.9,0.1,4.0
icr068698,True,26621.0,5575.0,33778.2,50.6,45.7,23.1,31202.2,2989.2,4.4,3275.1,21.8,19.0,219.5,11892.9,13.9,6.1,6.0,16.7,9.1,0.3,887.6,0.2,101.1,121.0,15.9,24.7,184.5,3282.2,1201.6,49.4,1.8,3.6,10.4,8.4,3.5,0.6,0.2,38.9,0.1,3.3
icr068717,True,27536.2,5575.0,27631.3,50.6,45.7,42.3,27959.6,4303.7,5.1,2878.5,20.1,12.3,142.9,8691.4,8.8,3.7,4.8,14.2,8.2,0.3,885.6,0.2,88.5,134.3,16.1,24.7,184.5,3085.7,947.0,29.6,1.8,2.5,8.0,11.2,2.4,0.3,0.2,33.8,0.1,4.5
icr068718,True,29585.3,5575.0,30629.4,50.6,45.7,23.1,27431.9,5183.1,6.6,2959.5,20.6,11.8,142.6,10498.1,9.3,4.9,4.7,14.4,8.1,0.3,885.0,0.2,88.1,124.8,13.5,24.7,184.5,2771.3,1137.9,35.4,2.1,4.0,9.0,9.4,3.3,0.2,0.2,28.7,0.1,3.0
icr069789,True,29698.0,5575.0,7066.3,50.6,45.7,125.6,1585.7,329.2,4.4,897.2,5.3,13.6,43.9,3018.8,0.7,3.4,3.1,3.6,1.5,0.3,881.7,0.2,5.8,8.2,2.0,24.7,184.5,631.8,161.3,8.7,0.7,1.5,1.4,1.1,0.2,0.2,0.2,2.0,0.8,0.3
icr069790,True,22801.2,5575.0,6994.5,50.6,45.7,149.6,1610.9,420.7,4.4,826.0,2.5,12.6,70.7,4459.6,4.5,3.1,3.1,3.7,0.7,0.3,883.7,0.2,5.9,7.2,1.3,24.7,184.5,276.0,436.2,4.4,1.4,1.3,2.4,0.8,1.3,0.2,0.2,2.5,1.2,0.7
icr069809,True,29702.1,5575.0,7575.7,50.6,45.7,60.0,1810.8,355.4,4.4,898.0,9.8,12.9,67.4,2879.8,3.0,3.2,2.6,3.4,0.9,0.3,881.7,0.2,6.4,7.7,2.1,24.7,184.5,423.3,424.7,9.5,1.8,1.1,2.4,1.0,1.0,0.2,0.3,2.8,1.4,0.5
icr069810,True,33570.5,5575.0,7589.6,50.6,45.7,199.7,1500.4,352.5,4.4,935.7,2.5,17.1,67.6,5439.3,4.7,3.6,3.5,3.9,0.9,0.3,885.0,0.2,6.1,6.7,1.3,24.7,184.5,287.4,518.2,3.3,1.3,1.3,4.0,1.5,1.6,0.2,0.3,0.7,1.3,0.9
icr069829,True,31243.6,5575.0,7330.7,50.6,45.7,173.8,1474.1,331.5,4.4,948.5,2.1,10.8,50.6,3181.4,2.3,3.0,3.1,3.5,1.0,0.3,886.3,0.2,5.5,7.0,1.1,24.7,184.5,207.9,455.3,1.4,0.7,1.3,1.5,1.5,0.9,0.2,0.2,5.4,1.7,0.5
icr069830,True,31997.7,5575.0,7221.8,50.6,45.7,64.4,1119.6,203.3,4.4,865.6,2.0,10.7,31.6,3031.8,1.9,2.5,3.0,3.2,0.9,0.3,884.3,0.2,4.7,5.9,0.8,24.7,184.5,167.3,416.7,1.6,1.1,1.3,1.5,1.4,1.0,0.2,0.3,1.8,1.7,0.7
icr069849,True,27031.8,5575.0,5574.7,50.6,45.7,210.8,1244.2,346.5,4.4,875.8,2.1,9.9,42.4,3076.9,1.2,2.0,3.4,3.0,0.8,0.3,885.0,0.2,4.5,6.5,2.1,24.7,184.5,189.3,413.1,1.5,1.4,1.3,1.5,2.2,0.9,0.2,0.3,0.4,1.4,0.6
icr069850,True,30920.3,5575.0,6105.4,50.6,45.7,244.0,1122.4,349.8,4.4,866.7,1.9,11.4,36.8,3403.2,1.8,2.2,3.2,3.2,0.7,0.3,881.1,0.2,4.1,6.1,1.0,24.7,184.5,179.2,426.0,1.7,0.9,1.3,2.1,1.3,1.1,0.2,0.2,3.9,1.8,0.4
icr069869,True,29319.3,4973.9,7112.1,50.6,45.7,284.2,1743.5,396.3,4.4,881.7,5.8,13.5,76.2,5909.9,2.5,3.0,7.1,3.8,0.6,0.3,886.9,0.2,7.4,8.2,1.2,24.7,184.5,260.9,543.5,5.4,1.3,1.1,7.0,0.9,2.1,0.2,0.2,0.4,0.8,1.0
icr069870,True,28813.4,5575.0,7170.9,50.6,45.7,200.1,1654.9,354.3,4.4,880.5,6.9,14.3,71.2,6580.3,3.0,3.1,3.6,4.6,0.5,0.3,886.3,0.2,7.4,7.2,1.3,24.7,184.5,287.9,550.6,8.3,1.2,1.6,6.4,0.9,1.9,0.2,0.2,0.4,0.6,1.6
icr069889,True,25397.0,5575.0,7073.5,50.6,45.7,134.9,1717.6,307.4,4.4,855.2,7.6,8.1,56.1,3054.1,0.7,2.6,2.8,3.4,1.1,0.3,885.6,0.2,6.5,7.1,1.2,24.7,184.5,372.6,414.7,9.1,1.4,1.3,2.7,1.4,0.9,0.2,0.2,0.6,1.0,0.5
icr069890,True,26628.4,5575.0,7582.9,50.6,45.7,66.4,1826.1,331.1,4.4,919.4,8.9,6.1,60.0,3110.4,0.7,2.8,2.7,3.5,1.0,0.3,883.7,0.2,6.6,7.5,1.5,24.7,184.5,411.5,452.9,11.1,1.9,1.3,2.8,1.0,1.1,0.2,0.2,0.5,1.0,0.5
icr069909,True,29209.1,4775.4,6479.0,50.6,45.7,122.5,1425.6,369.7,4.4,808.2,3.5,9.8,53.9,2704.3,0.7,3.0,2.9,3.4,1.0,0.3,883.7,0.2,5.2,7.5,1.5,24.7,184.5,199.6,396.6,3.5,0.9,1.3,1.1,1.5,0.8,0.2,0.3,0.4,1.5,0.6
icr069910,True,30410.9,5575.0,7069.0,50.6,45.7,288.8,1415.8,300.7,4.4,906.3,3.3,9.3,43.6,3068.8,0.7,3.3,5.4,3.5,0.9,0.3,888.2,0.2,5.7,6.9,2.0,24.7,184.5,168.1,473.6,2.1,1.0,1.4,1.4,1.9,1.4,0.2,0.3,2.2,1.0,0.5
icr069929,True,26510.0,4918.3,6788.7,50.6,45.7,143.2,1492.4,371.9,4.4,891.2,2.2,9.7,60.1,3302.0,0.7,2.5,3.1,3.4,0.8,0.3,889.5,0.2,5.7,6.7,2.6,24.7,184.5,179.3,441.2,2.4,1.1,1.3,2.4,1.4,1.1,0.2,0.2,0.9,0.5,0.9
icr069930,True,28364.4,5575.0,6982.9,50.6,45.7,178.8,1307.2,238.8,4.4,855.8,2.6,12.7,45.6,3920.8,0.7,2.9,3.1,3.9,0.8,0.3,887.6,0.2,5.8,6.3,1.3,24.7,184.5,155.7,490.0,2.6,2.4,1.3,3.8,1.0,1.3,0.2,0.2,1.0,1.0,0.6
icr069949,True,101963.6,5575.0,19030.6,50.6,45.7,428.2,5486.4,1122.1,4.4,2766.6,11.9,24.1,230.5,7747.4,0.7,7.6,7.4,9.0,2.0,0.3,884.3,0.2,18.3,20.7,9.4,24.7,184.5,170.4,1659.0,2.4,2.6,1.3,2.2,2.8,3.2,0.2,1.5,16.4,2.5,0.3
icr069950,True,28858.1,5575.0,6302.6,50.6,45.7,76.5,1503.0,256.1,4.4,801.9,3.1,9.2,49.6,2293.9,0.7,3.1,2.2,3.1,0.9,0.3,888.9,0.2,5.7,5.6,0.9,24.7,184.5,151.5,392.1,1.7,1.0,1.3,1.1,0.6,0.8,0.2,0.3,2.4,1.1,0.4
icr069969,True,19879.3,5531.0,5856.6,50.6,45.7,107.4,1534.5,348.2,4.4,679.2,3.5,5.5,58.6,2655.0,0.7,2.4,2.3,3.0,0.7,0.3,883.0,0.2,5.0,6.0,1.5,24.7,184.5,246.8,312.1,5.5,0.7,1.1,2.7,0.4,0.8,0.2,0.2,2.2,0.3,0.4
icr069970,True,25840.2,5575.0,5783.9,50.6,45.7,88.3,1739.9,257.9,4.4,784.6,5.9,7.1,56.5,3414.9,0.7,3.1,2.9,3.3,0.9,0.3,883.7,0.2,6.4,6.4,1.6,24.7,184.5,219.1,434.1,5.4,1.5,1.3,3.9,1.3,1.1,0.2,0.2,0.6,0.4,0.6
icr069989,True,33600.9,5575.0,5557.6,50.6,45.7,94.1,1026.9,260.0,4.4,708.7,2.5,7.3,44.3,2672.5,0.7,2.6,2.4,3.0,0.8,0.3,881.1,0.2,4.1,5.6,0.2,24.7,184.5,119.5,382.1,2.5,1.3,1.3,1.7,0.9,0.9,0.2,0.3,5.4,1.5,0.5
icr069990,True,25950.1,6338.3,6326.0,50.6,45.7,278.6,1064.3,229.2,4.4,688.8,1.4,9.9,34.5,2628.2,0.7,2.3,2.6,2.8,0.8,0.3,885.6,0.2,4.0,4.9,0.9,24.7,184.5,93.5,339.8,2.9,1.6,1.3,1.0,0.9,0.9,0.2,0.2,6.8,1.4,0.6
icr070009,True,27694.4,5575.0,6944.0,50.6,45.7,287.6,1571.2,364.5,4.4,1035.0,2.4,8.5,66.2,3415.2,0.7,2.6,3.3,3.3,0.8,0.3,881.1,0.2,5.9,7.2,1.6,24.7,184.5,130.9,516.3,3.2,1.1,1.3,2.2,2.0,1.2,0.2,0.2,2.0,1.2,0.6
icr070010,True,26929.4,5575.0,7369.0,50.6,45.7,258.7,1391.0,255.9,4.4,897.2,1.8,8.5,45.6,3439.7,0.7,2.7,3.0,2.8,0.9,0.3,886.3,0.2,5.2,6.1,1.2,24.7,184.5,130.9,468.8,3.0,1.5,1.3,2.6,1.4,1.1,0.2,0.2,0.7,1.4,0.6
icr070029,True,24746.3,4959.9,7072.0,50.6,45.7,94.9,2270.1,588.3,4.4,895.6,5.2,12.9,125.3,3281.1,0.7,3.5,3.9,8.0,1.3,0.3,883.7,0.2,7.9,10.3,3.5,24.7,184.5,883.5,184.0,10.6,0.7,2.2,1.9,1.0,0.4,0.2,0.2,4.4,0.2,0.6
icr070030,True,26525.4,5575.0,7625.3,50.6,45.7,199.8,2251.8,502.5,4.4,900.3,8.1,8.3,141.6,3553.4,5.2,3.3,3.6,7.7,1.4,0.6,883.7,0.2,8.0,9.4,3.1,24.7,184.5,832.5,270.8,13.6,1.0,1.5,1.6,1.2,0.7,0.2,0.2,2.8,1.0,0.3
icr070049,True,25779.2,5575.0,6986.9,50.6,45.7,226.7,2023.7,554.8,4.4,879.2,3.7,13.3,73.1,2975.3,3.6,3.1,3.2,4.8,1.2,0.3,883.7,0.2,6.9,8.9,2.6,24.7,184.5,425.4,248.7,7.8,0.7,1.2,2.0,1.5,0.4,0.2,0.2,0.4,0.9,1.0
icr070050,True,26315.4,4758.0,6737.4,50.6,45.7,52.4,1748.6,393.4,4.4,846.7,3.2,11.4,58.6,2682.8,3.1,3.4,2.8,3.8,1.1,0.3,883.7,0.2,5.9,7.6,2.4,24.7,184.5,356.3,211.9,4.4,0.6,1.1,1.7,1.0,0.4,0.2,0.1,2.0,1.0,0.3
icr070069,True,25832.2,5839.5,5816.4,50.6,45.7,396.2,1262.4,273.4,4.4,805.0,5.6,9.7,39.3,2552.3,2.4,2.5,3.2,3.4,1.0,0.3,883.7,0.2,4.4,6.0,1.2,24.7,184.5,650.3,218.3,7.9,0.9,1.2,1.7,1.1,0.5,0.2,0.2,3.2,1.3,0.4
icr070070,True,24854.1,5575.0,6038.0,50.6,45.7,93.6,1193.4,240.7,4.4,749.8,5.2,9.1,36.0,2388.5,1.5,2.5,2.5,3.2,0.9,0.3,883.7,0.2,4.3,5.6,1.3,24.7,184.5,564.2,216.2,7.1,1.1,1.2,1.1,0.6,0.4,0.2,0.1,0.8,1.2,0.4
icr070089,True,25117.5,5575.0,6207.6,50.6,45.7,140.2,1242.4,318.0,4.4,747.3,2.7,10.3,44.6,2593.5,1.4,3.0,2.9,3.1,1.0,0.3,883.0,0.2,4.4,6.1,1.7,24.7,184.5,239.3,188.8,3.8,0.8,1.3,1.6,1.1,0.4,0.2,0.2,0.7,1.2,0.3
icr070090,True,24691.9,5725.3,6914.9,50.6,45.7,211.1,1206.9,250.1,4.4,803.8,2.7,10.6,36.1,2729.4,1.2,2.8,7.1,6.3,1.1,0.3,885.0,0.2,4.4,6.1,1.5,24.7,184.5,196.3,216.8,4.1,0.8,1.1,1.6,1.0,0.5,0.2,0.1,2.3,1.1,0.4
icr070112,True,9703.4,5575.0,18832.1,50.6,45.7,23.1,2029.7,1077.6,4.4,2563.4,11.6,45.8,257.0,18884.8,0.7,8.1,6.2,120.3,278.8,1314839.0,883.0,3.2,11.4,7.0,13.5,4250.6,184.5,1028.3,804.6,27.1,0.7,1.6,61.0,315.4,155.7,0.2,352.9,17.1,0.1,16.1
icr070113,True,23958.6,5575.0,37210.2,50.6,45.7,23.1,1386.4,174.3,4.4,4944.6,18.6,75.2,73.3,34674.2,0.7,20.2,10.3,11.2,7.8,0.3,884.0,5.0,23.3,13.9,10.6,24.7,184.5,52.0,3189.5,34.9,8.0,8.9,3.4,4.0,6.7,0.2,0.2,35.8,0.1,38.1
icr070124,True,20424.0,5575.0,38272.8,50.6,45.7,54.7,2162.4,760.5,7.0,5585.5,13.8,51.6,228.9,25148.2,0.7,16.4,9.2,14.6,6.9,0.3,884.0,4.3,20.8,18.5,19.8,24.7,184.5,30.5,3178.3,35.4,0.7,13.5,2.5,3.8,5.3,0.2,0.2,28.1,0.1,20.8
icr070125,True,21379.9,5575.0,26777.7,50.6,45.7,46.4,2851.9,1262.6,4.4,6634.7,5.0,22.5,352.9,18547.6,0.7,10.0,8.1,18.8,4.5,0.3,888.9,1.0,20.6,25.9,19.7,24.7,184.5,17.6,2946.9,43.4,0.8,3.4,7.6,5.7,5.2,0.2,0.2,28.2,0.1,12.1
icr070142,True,21041.2,5575.0,16460.7,50.6,45.7,72.9,1913.6,588.3,3.8,4492.6,5.2,20.5,299.2,12610.7,0.7,7.9,6.5,11.1,4.3,0.3,887.9,0.6,14.6,14.7,16.3,24.7,184.5,32.5,1784.2,43.4,0.7,9.8,9.9,5.4,2.7,0.2,0.2,16.0,0.1,6.9
icr070143,True,23929.0,5575.0,12541.0,50.6,45.7,52.3,1208.0,278.0,4.4,3231.3,2.9,19.5,258.9,5967.3,0.7,6.5,3.5,5.4,2.5,0.3,881.1,0.2,8.6,6.0,17.8,24.7,184.5,16.4,1395.9,15.7,0.7,3.7,4.6,4.6,1.6,0.2,0.1,13.4,0.3,3.8
icr070164,True,22111.9,5575.0,13310.8,50.6,45.7,97.3,1203.1,405.9,4.4,3655.2,2.5,11.5,181.8,5320.1,0.7,4.8,4.5,6.2,3.0,0.3,885.9,0.2,8.0,6.9,16.9,24.7,184.5,17.6,1635.3,18.1,0.8,4.9,1.9,5.1,1.7,0.2,0.2,13.1,0.1,3.7
icr070165,True,22531.8,5575.0,15163.5,50.6,45.7,100.5,1252.3,536.0,4.4,4405.7,3.3,17.7,129.2,4894.5,0.7,5.5,4.3,7.7,3.3,0.3,886.0,0.2,8.7,8.2,15.9,24.7,184.5,17.6,1704.4,14.8,0.6,1.9,1.6,5.6,2.1,0.2,0.2,13.8,0.5,4.7
icr070193,True,20626.0,5575.0,16438.1,50.6,45.7,52.2,1033.6,271.8,4.4,3356.2,2.8,16.9,97.2,5228.4,0.7,6.0,4.2,5.9,3.3,0.3,888.9,0.2,7.0,6.6,10.6,24.7,184.5,17.6,1203.1,19.9,0.7,1.1,3.5,3.2,1.6,0.2,0.2,10.6,0.5,4.4
icr070194,True,25172.8,5575.0,18241.7,50.6,45.7,23.5,858.4,80.4,4.4,2967.3,2.9,15.2,62.4,6896.4,0.7,4.7,3.5,5.1,3.5,0.3,883.0,0.2,5.3,6.0,6.1,24.7,184.5,17.6,1598.0,15.4,0.7,5.1,7.5,5.1,2.6,0.2,0.2,12.8,1.7,7.2
icr070202,True,22159.6,5575.0,17722.9,50.6,45.7,27.9,990.7,233.2,4.4,3196.5,4.2,16.4,101.4,8053.7,0.7,5.4,4.2,7.1,3.7,0.3,881.1,0.2,6.5,7.5,8.4,24.7,184.5,17.6,1710.5,21.6,0.7,6.8,8.4,4.0,2.5,0.2,0.2,16.0,1.1,7.6
icr070203,True,22048.7,5575.0,15979.2,50.6,45.7,60.2,985.7,285.4,4.4,4150.0,2.2,19.2,144.2,7966.0,0.7,4.5,4.3,8.0,2.6,0.3,884.0,0.2,6.2,6.8,14.2,24.7,184.5,17.6,2062.8,11.6,0.7,2.9,6.8,7.7,2.6,0.2,0.2,17.7,0.9,6.3
icr070246,True,24342.8,5575.0,19914.1,50.6,45.7,24.6,1508.2,288.2,4.4,4693.1,2.8,20.7,265.7,9285.0,0.7,7.0,4.6,8.5,3.4,0.3,885.0,0.2,11.5,8.0,14.6,24.7,184.5,17.6,2427.4,19.9,0.7,1.3,2.9,5.6,3.1,0.2,0.2,20.8,0.9,8.0
icr070247,True,25220.2,5575.0,15664.5,50.6,45.7,74.5,1661.2,475.2,4.4,4524.8,3.3,14.9,325.5,7896.6,0.7,6.7,4.5,8.5,3.5,0.3,884.0,0.2,12.7,8.1,14.4,24.7,184.5,17.6,2184.8,22.1,0.7,6.4,5.6,5.8,2.7,0.2,0.2,14.1,0.2,5.3
