SSN,Public,Latitude,Longitude,Cluster,Plot,Depth,Soil material,Scientist,Site,Country,Region,Cultivated,Gid
icr068322,True,13.43786,1.7779616669999998,12,2,sub,Nyal.12.2.Subsoil.Std fine soil,Jerome Tondoh,Nyalagari,Niger,West Africa,,1462
icr074455,True,-21.7992,26.5087,9,2,sub,Paje.9.2.Subsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1802
icr068677,True,11.30931667,8.19152,14,1,top,Pamp.14.1.Topsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1496
icr015932,True,5.39910833,-0.7338216670000001,10,1,top,Aju.10.1.Topsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,335
icr006152,True,-6.90498781,36.16339493,14,3,top,Chi.14.3.Topsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,11
icr042005,True,-1.73033202,35.77527618,2,1,sub,Mori.2.1.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1210
icr011112,True,10.87761667,-3.5586833330000003,5,1,sub,Bon.5.1.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,508
icr025075,True,-6.91894484,34.23665237,13,1,sub,,Tor Vagen,Itende,Tanzania,East Africa,False,465
icr011183,True,10.88015667,-3.5402949999999995,9,1,sub,Bon.9.1.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,512
icr033448,True,-0.104105,39.01512146,7,1,sub,Mbal.7.1.Subsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1085
icr042836,True,10.51886667,-13.43299667,3,5,top,Fria.3.5.Topsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1243
icr072877,True,-16.221304999999994,14.94596167,15,1,sub,Muco.15.1.Subsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1592
icr069990,True,14.85474833,-7.80709,11,1,sub,Tamb.11.1.Subsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1744
icr023534,True,-14.72360167,39.86317833,6,1,sub,Chik.6.1.Subsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,424
icr014803,True,-15.91097,35.30012,4,1,top,Thu.4.1.Topsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,64
icr041879,True,-2.66731191,39.57624435,13,1,sub,Mara.13.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1200
icr043390,True,11.950435,-13.11220667,15,11,top,Boum.15.11.Topsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1298
icr074912,True,-19.3686,22.0829,15,1,sub,Guma.15.1.Subsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1841
icr070165,True,9.233073333,5.6765349999999986,4,2,sub,Kuti.4.2.Subsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1509
icr041820,True,-2.64218307,39.55010605,10,1,sub,Mara.10.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1194
icr049835,True,-24.22272333,34.33146167,2,1,top,Mass.2.1.Topsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1690
icr075411,True,-17.852,31.8612,5,1,sub,Chiq.5.1.Subsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1853
icr048585,True,-27.602,30.06,9,1,sub,Mada.9.1.Subsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,770
icr074772,True,-19.341,22.0368,8,1,sub,Guma.8.1.Subsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1828
icr006587,True,-6.05574989,36.45772171,8,1,sub,Pan.8.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,152
icr007851,True,-5.33592987,37.46857452,7,1,sub,Kib.7.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,593
icr048869,True,-29.815,23.9544,10,1,sub,Hope.10.1.Subsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1321
icr062195,True,-18.2759,48.6875,4,1,top,Didy.4.1.Topsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1340
icr055584,True,-9.17906,29.6372,2,1,sub,Chil.2.1.Subsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,979
icr073743,True,-19.4141,28.74545833,6,1,top,Keni.6.1.Topsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1766
icr062354,True,-18.2763,48.7363,12,1,sub,Didy.12.1.Subsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1357
icr073148,True,-11.72815,15.92955167,11,1,top,Bimb.11.1.Topsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1613
icr054375,True,0.49447301,32.33593369,13,3,sub,Nama.13.3.Subsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,False,937
icr073897,True,-19.410165,28.794548,14,1,top,Keni.14.1.Topsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1779
icr074433,True,-21.7275,26.4797,8,1,top,Paje.8.1.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1799
icr010416,True,14.76583,-11.011,5,1,sub,Kon.5.1.Subsoil.Std fine soil,Jerome Tondoh,Kontela,Mali,West Africa,False,215
icr015752,True,5.37398667,-0.787106667,1,1,top,Aju.1.1.Topsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,317
icr033970,True,8.17299167,9.854511667,4,1,top,Ibi.4.1.Topsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,False,635
icr068481,True,11.35407333,8.121323333,4,2,top,Pamp.4.2.Topsoil.Std fine soil,Jerome Tondoh,Pampaida,Nigeria,West Africa,,1477
icr073228,True,-11.72477,15.94343,15,1,top,Bimb.15.1.Topsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1621
icr015833,True,5.371555,-0.762728333,5,2,sub,Aju.5.2.Subsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,326
icr041899,True,-2.64556789,39.57897949,14,2,sub,Mara.14.2.Subsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1202
icr062216,True,-18.3362,48.71,5,1,sub,Didy.5.1.Subsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1343
icr007771,True,-5.33404493,37.45391846,3,1,sub,Kib.3.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,False,170
icr012008,True,-3.01006794,33.06552124,11,1,top,Buk.11.1.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,55
icr021083,True,-8.07075501,37.33062744,13,1,top,Kid.13.1.Topsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,374
icr010865,True,12.47088667,-6.281816667,10,1,top,Kol.10.1.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,38
icr015352,True,10.92147667,-2.616638333,16,1,top,Lam.16.1.Topsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,128
icr074732,True,-19.3952,22.039,6,1,sub,Guma.6.1.Subsoil.Std fine soil,L.T.Desta,Gumare,Botswana,,,1824
icr054334,True,0.51432502,32.30515671,10,4,sub,Nama.10.4.Subsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,False,930
icr050355,True,-16.11628667,38.98612833,12,1,sub,Mart.12.1.Subsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,903
icr033621,True,4.17808723,38.26189041,2,1,top,Mega.2.1.Topsoil.Std fine soil,Leigh Wenoiwecki,Mega,Ethiopia,East Africa,,571
icr011881,True,-2.99281502,33.01611328,4,1,top,Buk.4.1.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,48
icr010199,True,-11.08710003,35.19179916,15,1,sub,Mbi.15.1.Subsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,204
icr020909,True,-8.00080681,37.27236938,4,1,sub,Kid.4.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,356
icr015237,True,10.88649333,-2.640236667,10,1,sub,Lam.10.1.Subsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,623
icr073724,True,-19.43525,28.754072,5,1,sub,Keni.5.1.Subsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1765
icr020971,True,-8.02381229,37.29229736,7,3,sub,Kid.7.3.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,363
icr033931,True,8.13086,9.857668333,2,1,sub,Ibi.2.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,West Africa,False,632
icr037852,True,5.253965,10.25103167,6,3,sub,Bana.6.3.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1154
icr049876,True,-24.16954833,34.328109999999995,4,1,sub,Mass.4.1.Subsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1376
icr075331,True,-17.8653,31.8363,1,1,top,Chik....-.Std fine soil-AfSIS TSBF,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1844
icr072426,True,-7.361311667000001,15.73790167,10,1,sub,Sanz.10.1.Subsoil.Std fine soil,L.T.Desta,Sanza Pompo,Angola,South Africa,,1550
icr023253,True,-13.37299833,35.47741667,8,1,top,Mak.8.1.Topsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,False,395
icr042867,True,10.477555,-13.40055167,5,1,top,Fria.5.1.Topsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1247
icr023731,True,-14.68274,39.90612,16,1,top,Chik.16.1.Topsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,441
icr023233,True,-13.40028833,35.48778167,7,1,top,Mak.7.1.Topsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,True,393
icr030478,True,9.6164484,42.70803833,11,1,top,,Tor Vargen,Merar,Ethiopia,East Africa,,557
icr034111,True,8.15104,9.90334,11,1,sub,Ibi.11.1.Subsoil.Std fine soil,Jerome Tondoh,Ibi,Nigeria,,,1111
icr072897,True,-16.20006,14.95128667,16,1,sub,Muco.16.1.Subsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1594
icr006153,True,-6.90498781,36.16339493,14,3,sub,Chi.14.3.Subsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,138
icr034442,True,7.0012,9.357101667,10,1,sub,Kats.10.1.Subsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,678
icr042049,True,-1.68905199,35.77809525,4,4,sub,Mori.4.4.Subsoil.Std fine soil,Leigh wenoweicki,Morijo,Kenya,East Africa,,1214
icr050094,True,-24.190955,34.40507,15,1,top,Mass.15.1.Topsoil.Std fine soil,Lulseged Tamene,Massuque,Mozambique,South Africa,False,1397
icr021044,True,-8.02555275,37.31706238,11,1,sub,Kid.11.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,371
icr034323,True,7.04608833,9.304748333,4,2,sub,Kats.4.2.Subsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,666
icr042991,True,10.52136833,-13.38026167,11,3,sub,Fria.11.3.Subsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1260
icr056420,True,-16.05019667,28.30818,12,1,top,Mong.12.1.Topsoil.Std fine soil,L.T.Desta,Monga,Zambia,South Africa,False,1058
icr015852,True,5.39815167,-0.7511766670000001,6,1,top,Aju.6.1.Topsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,327
icr023533,True,-14.72360167,39.86317833,6,1,top,Chik.6.1.Topsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,423
icr006666,True,-6.05854988,36.49095154,12,1,top,Pan.12.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,157
icr005999,True,-6.93858,36.1244,5,1,sub,Chi.5.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,,,503
icr042896,True,10.50197833,-13.40440167,6,7,top,Fria.6.7.Topsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1249
icr048450,True,-27.6111,30.0127,1,1,top,Mada.1.1.Topsoil.Std fine soil,George Van Zijl,Madadeni,South Africa,South Africa,False,753
icr048912,True,-29.8379,23.9832,13,1,top,Hope.13.1.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1326
icr015892,True,5.44254833,-0.764775,8,1,top,Aju.8.1.Topsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,331
icr049056,True,-29.9345,22.7283,7,4,top,Prie.7.4.Topsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,798
icr049755,True,-18.02614167,36.86523833,14,1,top,Ihas.14.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,False,874
icr006085,True,-6.905239999999999,36.1372,10,2,top,Chi.10.2.Topsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,9
icr024879,True,-6.89794493,34.17971039,2,1,top,,Tor Vagen,Itende,Tanzania,East Africa,False,445
icr037908,True,5.23253833,10.27185333,9,1,sub,Bana.9.1.Subsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1160
icr033447,True,-0.104105,39.01512146,7,1,top,Mbal.7.1.Topsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1084
icr073840,True,-19.39583167,28.76500833,11,1,sub,Keni.11.1.Subsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1774
icr074454,True,-21.7992,26.5087,9,2,top,Paje.9.2.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1801
icr050195,True,-16.10983333,38.93812333,4,1,sub,Mart.4.1.Subsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,887
icr024976,True,-6.87918282,34.19307327,7,2,top,,Tor Vagen,Itende,Tanzania,East Africa,False,455
icr075797,True,-15.857948,26.111965,7,1,sub,Musu.7.1.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1420
icr033467,True,-0.14825299,39.0405426,9,1,sub,Mbal.9.1.Subsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1087
icr049516,True,-18.02627,36.79851167,2,1,top,Inha.2.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,850
icr006586,True,-6.05574989,36.45772171,8,1,top,Pan.8.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,151
icr014764,True,-15.94640333,35.29900667,2,1,sub,Thu.2.1.Subsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,270
icr069870,True,14.80671333,-7.825015,5,1,sub,Tamb.5.1.Subsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1732
icr054220,True,0.55131698,32.26622772,4,1,top,Nama.4.1.Topsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,False,1403
icr054642,True,1.456968333,31.53370833,13,3,sub,Hoim.13.3.Subsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,False,969
icr034834,True,6.79339,4.666761667,12,1,sub,Imor.12.1.Subsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,False,714
icr011038,True,10.88517333,-3.581576667,1,1,sub,Bon.1.1.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,504
icr010767,True,12.45235333,-6.309545,5,1,top,Kol.5.1.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,33
icr006101,True,-6.88657,36.1374,11,1,top,Chi.11.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,10
icr037475,True,11.34459667,-5.52968,4,2,top,Fink.4.2.Topsoil.Std fine soil,Jerome Tondoh,Finnkolo,Mali,West Africa,,1117
icr014488,True,-11.65235833,34.228905,5,1,top,Nkh.5.1.Topsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,98
icr034383,True,7.02818167,9.335976667,7,1,sub,Kats.7.1.Subsoil.Std fine soil,Jerome Tondoh,Katsina ala,Nigeria,West Africa,True,672
icr055644,True,-9.2096,29.6525,5,1,sub,Chil.5.1.Subsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,1366
icr006510,True,-6.04692984,36.44385910000001,4,1,top,Pan.4.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,145
icr006744,True,-6.0537300000000025,36.5135,16,1,top,Pan.16.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,163
icr037851,True,5.253965,10.25103167,6,3,top,Bana.6.3.Topsoil.Std fine soil,Jerome Tondoh,Bana,Cameroon,West Africa,,1153
icr007988,True,-5.35679007,37.50985718,14,1,sub,Kib.14.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,True,186
icr015952,True,5.41552833,-0.736546667,11,1,top,Aju.11.1.Topsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,337
icr038138,True,11.30827332,39.57263565,3,2,top,Kuta.3.2.Topsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,True,727
icr050194,True,-16.10983333,38.93812333,4,1,top,Mart.4.1.Topsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,886
icr043266,True,11.96197,-13.153175,8,1,top,Boum.8.1.Topsoil.Std fine soil,Jerome Tondoh,Boumeoul,Guinea,West Africa,,1285
icr070029,True,14.80921167,-7.78246,13,1,top,Tamb.13.1.Topsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1747
icr041898,True,-2.64556789,39.57897949,14,2,top,Mara.14.2.Topsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1201
icr054456,True,1.473473333,31.46200667,2,2,top,Hoim.2.2.Topsoil.Std fine soil, Leigh Winowiecki ,Hoima,Uganda,East Africa,False,946
icr073519,True,-12.295335,15.19546833,12,1,top,Luim.12.1.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1647
icr075737,True,-15.827109,26.095398,4,2,sub,Musu.4.2.Subsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1414
icr070386,True,9.239531667,5.744221667000001,16,1,top,Kuti.16.1.Topsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1530
icr034634,True,6.74027833,4.629376667,2,1,sub,Imor.2.1.Subsoil.Std fine soil,Jerome Tondoh,Imorun,Nigeria,West Africa,False,695
icr006705,True,-6.09060001,36.50844955,14,1,sub,Pan.14.1.Subsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,610
icr015452,True,6.71096333,-1.309231667,2,1,top,Kub.2.1.Topsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,True,287
icr074357,True,-21.7213,26.457,4,1,sub,Paje.4.1.Subsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1792
icr074062,True,-18.1169,29.4375,6,1,top,Gamb.6.1.Topsoil.Std fine soil,L.T.Desta,Gambisa,Zimbabwe,,False,1701
icr055624,True,-9.14338,29.6314,4,1,sub,Chil.4.1.Subsoil.Std fine soil,L.T.Desta,Chilende,Zambia,,False,983
icr015553,True,6.728055,-1.284068333,7,1,sub,Kub.7.1.Subsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,True,298
icr006086,True,-6.905239999999999,36.1372,10,2,sub,Chi.10.2.Subsoil.Std fine soil,Tor Gunnar Vagen,Chinyanghuku,Tanzania,East Africa,False,600
icr074337,True,-21.7522,26.4592,3,1,sub,Paje.3.1.Subsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1790
icr023672,True,-14.74916833,39.90905167,13,1,top,Chik.13.1.Topsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,True,435
icr054166,True,0.49136299,32.27067566,1,1,sub,Nama.1.1.Subsoil.Std fine soil, Leigh Winowiecki ,Namasuba,Uganda,East Africa,True,913
icr011960,True,-2.98746705,33.03326416,8,1,top,Buk.8.1.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,52
icr014924,True,-15.95095333,35.33888167,10,2,sub,Thu.10.2.Subsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,278
icr073009,True,-11.70413667,15.88675,4,1,sub,Bimb.4.1.Subsoil.Std fine soil,L.T.Desta,Bimbe,Angola,South Africa,,1602
icr024868,True,-6.92843294,34.1724205,1,3,top,,Tor Vagen,Itende,Tanzania,East Africa,False,443
icr023573,True,-14.68552,39.86471833,8,1,top,Chik.8.1.Topsoil.Std fine soil,Dr L.T.Desta,Chica_b,Mozambique,South Africa,False,427
icr070263,True,9.17576,5.711345,9,4,sub,Kuti.9.4.Subsoil.Std fine soil,Jerom Tondoh,Kutigi,Nigeria,West Africa,,1517
icr010138,True,-11.05809975,35.16949844,12,1,top,Mbi.12.1.Topsoil.Std fine soil,Leigh Winoweicki,Mbinga,Tanzania,East Africa,False,24
icr073439,True,-12.297935,15.17505,8,1,top,Luim.8.1.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1639
icr011882,True,-2.99281502,33.01611328,4,1,sub,Buk.4.1.Subsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,256
icr050135,True,-16.17747833,38.93670333,1,1,sub,Mart.1.1.Subsoil.Std fine soil,Lulseged Tamene,Martinho,Mozambique,South Africa,True,881
icr069930,True,14.869855,-7.819491667,8,1,sub,Tamb.8.1.Subsoil.Std fine soil,Jerom Tondoh,Tambabougou,Mali,West Africa,,1738
icr075490,True,-17.8564,31.8759,9,2,top,Chiq.9.2.Topsoil.Std fine soil,L.T.Desta,Chiqumbakwe,Zimbabwe,,,1860
icr010707,True,12.47221667,-6.326855,2,1,top,Kol.2.1.Topsoil.Std fine soil,Jerome Tondoh,Koloko,Mali,West Africa,True,30
icr073878,True,-19.437477,28.792972,13,1,sub,Keni.13.1.Subsoil.Std fine soil,L.T.Desta,Kenilworth,Zimbabwe,South Africa,,1778
icr015236,True,10.88649333,-2.640236667,10,1,top,Lam.10.1.Topsoil.Std fine soil,Jerome Tondoh,Lambussie,Ghana,West Africa,True,122
icr014629,True,-11.58774167,34.25251,12,1,sub,Nkh.12.1.Subsoil.Std fine soil,L.T.Desta,Nkhata Bay,Malawi,South Africa,,531
icr048793,True,-29.8323,23.9373,5,1,top,Hope.5.1.Topsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1310
icr007987,True,-5.35679007,37.50985718,14,1,top,Kib.14.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Kiberashi,Tanzania,East Africa,True,185
icr041859,True,-2.60102701,39.56488037,12,1,sub,Mara.12.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1198
icr024880,True,-6.89794493,34.17971039,2,1,sub,,Tor Vagen,Itende,Tanzania,East Africa,False,446
icr048913,True,-29.8379,23.9832,13,1,sub,Hope.13.1.Subsoil.Std fine soil,George Van Zijl,Hopetown,South Africa,,,1327
icr074529,True,-21.7908,26.5175,13,1,top,Paje.13.1.Topsoil.Std fine soil,L.T.Desta,Paje,Botswana,,,1805
icr011078,True,10.92339333,-3.57667,3,2,sub,Bon.3.2.Subsoil.Std fine soil,Jerome Tondoh,Bondigui,Burkina Faso,West Africa,,506
icr015933,True,5.39910833,-0.7338216670000001,10,1,sub,Aju.10.1.Subsoil.Std fine soil,Jerome Tondoh,Ajumako,Ghana,West Africa,True,336
icr021024,True,-8.0423584,37.31354523,10,1,sub,Kid.10.1.Subsoil.Std fine soil,Leigh Winoweicki,Kidatu,Tanzania,East Africa,False,369
icr038107,True,11.26593208,39.57683945,1,5,sub,Kuta.1.5.Subsoil.Std fine soil,Leigh Wenoicki,Kutaber,Ethiopia,East Africa,True,724
icr075736,True,-15.827109,26.095398,4,2,top,Musu.4.2.Topsoil.Std fine soil,L.T.Desta,Musungwa,Zambia,South Africa,False,1413
icr062315,True,-18.3162,48.7348,10,1,sub,Didy.10.1.Subsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1353
icr033390,True,-0.12994801,38.99116898,2,10,sub,Mbal.2.10.Subsoil.Std fine soil,Leigh Winowiecki,Mbalambala,Kenya,East Africa,,1075
icr023354,True,-13.44441167,35.52735167,13,1,sub,Mak.13.1.Subsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,False,406
icr030431,True,9.63597775,42.69142151,8,6,sub,,Tor Vargen,Merar,Ethiopia,East Africa,,552
icr014784,True,-15.92747167,35.297925,3,1,sub,Thu.3.1.Subsoil.Std fine soil,L.T.Desta,Thuchila,Malawi,South Africa,True,271
icr006606,True,-6.12151,36.4836,9,1,top,Pan.9.1.Topsoil.Std fine soil,Tor Gunnar Vagen,Pandambili,Tanzania,East Africa,False,607
icr023156,True,-13.39751667,35.463245,3,1,sub,Mak.3.1.Subsoil.Std fine soil,Dr L.T.Desta,Macassangila,Mozambique,South Africa,False,387
icr073459,True,-12.349295,15.20264667,9,2,top,Luim.9.2.Topsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1641
icr041700,True,-2.60788202,39.5163269,4,1,sub,Mara.4.1.Subsoil.Std fine soil,Leigh Wenoiwecki,Marafa,Kenya,East Africa,,1182
icr049317,True,-22.80476167,35.28788167,8,1,top,Chic.8.1.Topsoil.Std fine soil,Lulseged Tamene,Chiculecule,Mozambique,South Africa,False,830
icr049596,True,-18.02787167,36.81948333,6,1,top,Ihas.6.1.Topsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,858
icr073400,True,-12.34284,15.17547833,6,1,sub,Luim.6.1.Subsoil.Std fine soil,L.T.Desta,Luimbale,Angola,South Africa,,1636
icr049577,True,-18.04411167,36.82392333,5,2,sub,Ihas.5.2.Subsoil.Std fine soil,Lulseged Tamene,Ihassunge,Mozambique,South Africa,True,857
icr043069,True,10.51575167,-13.35777833,15,5,sub,Fria.15.5.Subsoil.Std fine soil,Jerome Tondoh,Fria,Guinea,West Africa,,1268
icr011978,True,-3.05848002,33.06501389,9,3,top,Buk.9.3.Topsoil.Std fine soil,Leigh Winoweicki,Bukwaya,Tanzania,East Africa,False,53
icr062155,True,-18.3172,48.6883,2,1,top,Didy.2.1.Topsoil.Std fine soil,Leigh Winowieck,Didy,Madagascar,,,1336
icr072817,True,-16.203565,14.92257333,12,1,sub,Muco.12.1.Subsoil.Std fine soil,L.T.Desta,Mucope,Angola,South Africa,,1586
icr015473,True,6.73277333,-1.305245,3,1,sub,Kub.3.1.Subsoil.Std fine soil,Jerom Tondoh,Kubeasi,Ghana,West Africa,True,290
icr049014,True,-29.9058,22.7159,4,4,sub,Prie.4.4.Subsoil.Std fine soil,George Van Zijl,Prieska,South Africa,South Africa,False,793
