SSN,Public,EC,ExAc,ExBas,M3 Al,M3 B,M3 Ca,M3 Cu,M3 Fe,M3 K,M3 Mg,M3 Mn,M3 Na,M3 P,M3 S,M3 Zn,PH,PSI
icr068340,True,0.043,1.0,0.772401418,777.0,0.001,75.7,0.3,98.7,31.6,23.1,19.3,28.1,5.12,10.6,1.12,4.4,46.7
icr068361,True,0.041,0.65,1.837031029,694.0,0.001,201.0,0.44,83.7,43.2,67.0,24.0,38.6,7.38,11.9,0.89,4.64,43.2
icr068362,True,0.038,1.25,1.720145843,957.0,0.001,174.0,0.45,75.2,29.8,65.5,22.0,53.5,3.72,21.5,0.74,4.55,68.9
icr068381,True,0.08800000000000001,1.25,1.140260616,813.0,0.001,110.0,0.35,80.5,24.1,40.5,5.19,44.6,6.98,17.8,1.13,4.01,52.0
icr068382,True,0.069,1.05,1.124762106,775.0,0.001,116.0,0.37,88.7,25.1,37.0,4.78,40.2,7.7,19.1,1.53,4.06,47.6
icr068399,True,0.043,0.65,1.7752183419999998,742.0,0.001,187.0,0.41,74.0,45.2,75.0,26.3,24.1,6.5,11.5,0.91,4.68,36.1
icr068400,True,0.047,1.35,1.987410116,971.0,0.001,204.0,0.36,54.3,31.3,75.7,12.3,60.2,2.79,14.1,0.42,4.38,74.6
icr068419,True,0.07200000000000001,0.3,3.593298155,478.0,0.001,589.0,0.33,76.9,54.5,60.2,16.1,2.62,7.59,3.81,1.23,5.49,10.1
icr068420,True,0.037000000000000005,0.15,4.721232166,763.0,0.001,765.0,0.34,60.0,38.2,76.0,6.82,39.2,2.08,4.0,1.15,5.94,25.4
icr068440,True,0.04,0.15,4.765243918,625.0,0.001,747.0,0.84,70.4,53.2,99.2,61.6,17.1,2.18,4.26,0.64,6.15,39.1
icr068459,True,0.066,0.2,6.594266133,335.0,0.001,921.0,0.56,223.0,188.0,173.0,42.6,18.1,6.12,4.63,1.04,6.08,13.5
icr068460,True,0.068,0.2,9.173902686,409.0,0.001,1190.0,0.64,98.5,416.0,232.0,25.1,55.8,7.83,6.25,1.88,6.03,22.0
icr068481,True,0.051,0.15,4.710118683,551.0,0.001,763.0,0.67,132.0,24.1,85.7,29.5,28.8,2.45,2.75,1.17,5.34,30.9
icr068482,True,0.073,0.15,4.237323878,496.0,0.001,676.0,0.63,161.0,29.6,88.0,32.7,12.5,3.35,3.72,0.52,5.32,28.6
icr068499,True,0.119,0.25,5.66706284,428.0,0.001,862.0,0.44,204.0,159.0,115.0,24.6,,14.8,4.67,1.4,5.97,14.9
icr068500,True,0.108,0.2,6.348052039,452.0,0.001,1030.0,0.47,102.0,61.7,94.2,28.1,60.2,3.81,3.27,1.16,6.95,25.5
icr068522,True,0.037000000000000005,0.25,3.902337152,464.0,0.001,654.0,0.56,54.7,37.7,61.8,28.6,5.79,1.47,1.59,0.53,6.28,31.1
icr068539,True,0.09,0.15,5.490314515,581.0,0.001,840.0,0.66,156.0,71.7,116.0,36.7,34.1,5.25,5.92,0.81,5.5,30.8
icr068540,True,0.038,0.4,3.772840777,757.0,0.001,570.0,0.66,103.0,40.0,89.5,22.0,18.6,2.14,4.44,0.21,5.29,46.7
icr068559,True,0.046,0.4,3.098365285,605.0,0.001,458.0,0.28,69.7,38.0,73.9,14.8,23.1,9.6,4.04,0.5,5.22,29.4
icr068560,True,0.028,0.3,2.750031599,583.0,0.001,399.0,0.38,67.5,16.6,75.7,10.3,20.0,0.7,3.12,0.001,5.15,33.6
icr068579,True,0.043,0.25,4.42540963,511.0,0.001,641.0,0.39,95.5,71.4,114.0,27.3,22.0,1.98,4.73,0.79,5.88,17.9
icr068580,True,0.042,0.2,4.952929974,660.0,0.001,666.0,0.67,75.7,113.0,125.0,7.36,69.2,1.13,6.57,1.43,5.47,39.4
icr068599,True,0.08,0.25,4.4511138,452.0,0.001,647.0,0.48,95.7,100.0,100.0,34.0,30.8,4.45,4.54,0.51,5.68,18.0
icr068600,True,0.081,0.25,5.048354822,557.0,0.001,775.0,0.52,74.7,45.7,108.0,19.0,37.7,1.78,3.68,0.56,5.76,30.6
icr068619,True,0.122,0.2,6.428090085,418.0,0.001,920.0,0.33,79.0,117.0,166.0,29.0,36.1,5.67,4.96,0.62,6.04,19.9
icr068620,True,0.073,0.2,8.163373,498.0,0.001,1270.0,0.88,90.2,65.0,170.0,58.8,55.7,11.1,4.74,2.27,6.21,34.4
icr068639,True,0.071,0.2,5.465481917999999,521.0,0.001,785.0,0.52,152.0,110.0,127.0,13.9,48.2,2.87,4.36,1.2,5.73,31.4
icr068640,True,0.035,0.25,5.320318531,526.0,0.001,738.0,0.52,110.0,163.0,110.0,10.5,70.0,1.87,3.77,0.6,6.1,26.0
icr068662,True,0.07400000000000001,0.3,6.420424278,345.0,0.001,1110.0,0.33,63.0,64.7,83.2,32.6,3.99,9.64,3.95,3.33,6.94,7.11
icr068663,True,0.054000000000000006,0.25,4.405633257,395.0,0.001,729.0,0.27,46.7,41.5,65.2,13.0,26.6,3.96,2.75,0.72,7.03,11.0
icr068677,True,0.154,0.5,16.71796305,335.0,0.37,2920.0,0.56,57.7,297.0,152.0,29.6,23.5,37.3,7.29,2.37,8.32,14.5
icr068678,True,0.113,0.3,6.781299698,474.0,0.001,1120.0,0.4,53.3,167.0,77.0,10.9,27.1,13.4,5.75,0.59,8.09,24.4
icr068697,True,0.093,0.4,5.661180381,507.0,0.001,857.0,0.56,140.0,39.1,147.0,33.6,14.1,3.39,4.32,1.06,5.09,26.2
icr068698,True,0.057,0.3,6.5559053920000006,493.0,0.001,990.0,0.75,172.0,30.3,163.0,24.0,41.7,1.79,3.83,0.91,5.14,39.1
icr068717,True,0.062,0.3,8.06641986,385.0,0.001,1370.0,0.84,175.0,37.2,114.0,59.3,41.2,6.69,4.82,1.21,6.49,27.8
icr068718,True,0.181,0.3,11.4814039,344.0,0.001,2020.0,1.76,125.0,29.3,93.9,66.2,122.0,10.4,3.54,2.29,8.44,37.8
icr070112,True,0.044,2.35,1.479504027,1630.0,0.001,171.0,0.72,97.2,28.6,39.2,11.6,52.3,2.1,8.33,0.64,4.66,193.0
icr070113,True,0.015,2.35,0.8868036709999999,1700.0,0.001,96.7,0.55,54.0,17.8,23.3,8.83,38.0,0.89,6.36,0.48,4.85,217.0
icr070124,True,0.096,0.14,9.114080657999999,773.0,0.001,1440.0,1.38,184.0,79.7,189.0,195.0,34.1,28.8,7.41,4.79,6.05,37.7
icr070125,True,0.025,0.24,5.347907569,811.0,0.001,793.0,1.89,155.0,39.2,133.0,204.0,42.2,6.79,4.05,1.06,6.06,46.8
icr070142,True,0.044,0.096,2.178493479,483.0,0.001,291.0,0.52,87.5,22.8,62.6,253.0,34.0,3.43,4.2,0.61,5.58,26.8
icr070143,True,0.017,0.19,1.852712054,501.0,0.001,234.0,0.57,82.4,18.0,55.1,229.0,41.7,1.98,3.72,1.06,5.64,35.9
icr070164,True,0.015,0.14,4.256524593,549.0,0.001,627.0,0.85,339.0,47.2,104.0,135.0,32.5,10.6,5.3,1.7,6.34,40.4
icr070193,True,0.019,0.38,1.19438397,553.0,0.001,112.0,0.24,142.0,43.1,42.8,58.0,39.2,2.99,4.37,2.33,5.56,52.0
icr070194,True,0.01,0.62,0.8026466259999999,784.0,0.001,75.9,0.22,52.7,32.7,22.3,28.1,35.7,1.78,4.29,0.46,5.21,68.6
icr070202,True,0.039,0.14,2.183228002,411.0,0.001,324.0,0.36,52.8,30.8,54.2,85.7,8.4,2.64,2.98,0.6,5.85,27.0
icr070203,True,0.009000000000000001,0.19,1.399123354,499.0,0.001,173.0,0.62,61.1,17.3,50.7,124.0,16.3,1.07,3.14,1.18,5.94,37.5
icr070246,True,0.016,0.14,2.128072013,574.0,0.001,271.0,0.79,96.0,35.1,72.0,319.0,20.3,1.35,4.57,3.08,6.2,43.9
icr070247,True,0.03,0.14,3.548665807,454.0,0.001,578.0,0.55,157.0,26.8,70.7,322.0,1.34,4.71,4.13,1.64,6.6,24.6
icr070262,True,0.032,0.14,2.153895162,334.0,0.001,293.0,0.4,52.3,47.5,66.2,223.0,4.67,2.62,3.46,3.35,6.17,17.5
icr070276,True,0.011,0.096,1.127671789,522.0,0.001,156.0,0.6,183.0,12.5,38.2,132.0,,1.96,3.87,0.8,6.0,38.0
icr070277,True,0.012,0.33,1.443205703,750.0,0.001,161.0,0.64,40.7,10.0,66.5,55.7,14.5,0.7,4.15,0.66,5.34,73.9
icr070288,True,0.102,0.14,5.3087348610000005,311.0,0.001,861.0,0.68,91.7,46.7,107.0,37.5,,63.1,5.04,3.29,6.24,18.2
icr070289,True,0.032,0.33,3.428413942,302.0,0.001,538.0,0.92,81.5,23.8,78.9,23.5,5.86,33.3,3.6,1.62,6.23,24.6
icr070308,True,0.011,0.14,1.74957363,435.0,0.001,245.0,0.44,205.0,18.1,54.3,155.0,6.79,2.77,4.12,1.34,6.19,32.8
icr070309,True,0.012,0.14,1.776405804,508.0,0.001,207.0,0.78,83.9,16.0,74.5,154.0,19.5,1.29,4.41,1.86,5.98,29.5
icr070328,True,0.028,0.19,1.220717064,279.0,0.001,159.0,0.21,36.7,15.9,38.7,87.7,15.0,1.92,1.9,0.49,5.97,11.1
icr070329,True,0.017,0.19,1.550535499,441.0,0.001,169.0,0.41,45.2,17.3,56.5,74.0,44.7,1.03,3.29,0.45,5.54,18.5
icr070348,True,0.027000000000000003,0.14,1.939412504,393.0,0.001,259.0,0.24,41.6,22.1,54.3,79.7,32.0,2.58,2.74,1.17,5.94,15.6
icr070349,True,0.011,0.14,1.676972586,574.0,0.001,190.0,0.48,42.2,20.1,60.7,76.5,40.0,0.82,3.04,0.9,5.56,33.5
icr070370,True,0.064,0.19,5.28875568,338.0,0.001,932.0,1.24,73.2,20.8,58.7,34.1,20.8,70.7,3.16,3.74,5.8,6.37
icr070371,True,0.035,0.14,4.611596457,289.0,0.001,834.0,1.47,69.7,11.5,39.3,33.5,20.1,86.2,2.79,2.5,6.09,2.21
icr070386,True,0.019,0.19,1.509158547,358.0,0.001,162.0,0.001,50.2,28.8,54.8,120.0,39.7,2.52,3.35,1.13,5.99,5.21
icr072246,True,0.031,1.45,0.750579379,1270.0,0.001,78.2,0.56,182.0,47.0,19.6,23.1,17.8,9.77,16.8,1.03,5.1,104.0
icr072247,True,0.018000000000000002,1.55,0.207717338,1140.0,0.001,9.0,0.55,155.0,21.1,6.32,4.08,13.0,4.49,12.5,0.57,5.01,92.4
icr072266,True,0.023,0.87,0.575945044,1020.0,0.001,53.2,0.57,197.0,27.6,14.6,8.5,27.3,6.36,8.9,1.92,5.19,81.6
icr072267,True,0.014,1.26,0.27633209,1080.0,0.001,18.5,0.61,167.0,6.84,7.08,1.73,24.8,3.18,6.71,0.64,5.08,85.3
icr072286,True,0.033,1.55,0.217794244,877.0,0.001,16.1,0.45,202.0,33.2,5.16,6.86,2.24,7.82,7.73,1.0,4.76,89.4
icr072287,True,0.017,0.58,0.244121779,904.0,0.001,16.1,0.52,167.0,6.71,5.99,1.96,22.3,3.72,6.2,0.81,4.87,89.0
icr072306,True,0.022,1.45,2.939956353,1630.0,0.001,265.0,0.36,104.0,126.0,87.5,20.3,131.0,5.99,12.0,2.25,4.85,211.0
icr072307,True,0.01,0.58,0.931333326,1650.0,0.001,68.2,0.001,71.9,79.2,22.3,3.83,46.8,2.94,7.92,0.72,4.88,241.0
icr072325,True,0.03,0.97,0.708669654,1030.0,0.001,82.0,0.001,149.0,23.1,19.1,9.08,18.8,8.58,10.0,1.07,5.16,71.4
icr072326,True,0.015,1.16,1.530768743,841.0,0.001,150.0,0.001,115.0,7.05,36.0,2.6,107.0,3.02,8.59,0.96,5.09,66.2
icr072345,True,0.019,0.77,1.008001945,1570.0,0.001,106.0,0.43,125.0,57.2,28.3,7.91,22.5,5.49,10.1,0.88,4.99,170.0
icr072346,True,0.011,1.55,0.402808945,1610.0,0.001,20.8,0.28,106.0,41.1,9.18,1.78,27.1,2.69,7.44,0.52,5.09,178.0
icr072365,True,0.022,0.48,3.111561371,1600.0,0.058,389.0,0.49,127.0,121.0,100.0,22.3,7.05,6.53,10.5,0.83,5.57,156.0
icr072366,True,0.011,0.77,1.072583036,1670.0,0.001,99.2,0.45,114.0,48.2,25.6,3.37,55.6,2.97,9.24,0.67,5.18,178.0
icr072385,True,0.023,1.74,0.5416859079999999,912.0,0.001,76.4,0.001,131.0,29.8,10.1,23.1,,8.05,9.19,0.8,5.26,66.7
icr072405,True,0.029,0.58,1.605448204,953.0,0.001,238.0,0.34,158.0,29.6,25.8,32.6,29.1,10.0,8.55,1.06,5.31,55.6
icr072406,True,0.013,0.67,0.51192748,970.0,0.001,64.2,0.2,146.0,5.11,9.0,7.17,23.8,5.49,6.67,0.44,5.2,58.8
icr072425,True,0.017,2.03,0.671920695,1130.0,0.001,54.0,0.5,136.0,46.2,18.5,8.6,30.1,5.71,8.31,0.69,5.02,90.1
icr072426,True,0.013,1.94,0.508285568,1180.0,0.001,32.7,0.57,130.0,37.3,11.5,1.77,35.5,3.47,7.62,0.54,4.95,107.0
icr072445,True,0.04,1.45,2.128981104,1130.0,0.001,225.0,0.001,176.0,115.0,70.9,31.1,28.5,11.4,9.96,1.56,5.18,94.7
icr072446,True,0.018000000000000002,1.74,0.571570322,1100.0,0.001,53.7,0.001,158.0,15.0,15.3,5.37,31.8,5.54,7.26,1.09,4.83,83.0
icr072465,True,0.012,2.13,1.025862801,1760.0,0.068,97.0,1.06,80.9,69.2,27.3,6.41,31.8,1.79,8.13,0.87,5.29,218.0
icr072485,True,0.019,2.52,1.5498883980000002,1320.0,0.001,184.0,0.22,158.0,45.3,45.1,7.08,32.5,5.44,9.03,1.17,4.92,128.0
icr072486,True,0.022,3.39,0.811694109,1390.0,0.001,72.0,0.001,133.0,38.8,19.5,1.32,44.0,2.95,10.5,0.99,4.84,164.0
icr072505,True,0.031,2.13,2.782463064,1600.0,0.057,310.0,0.33,121.0,134.0,76.2,23.3,59.8,6.37,12.0,0.88,5.23,165.0
icr072506,True,0.011,2.91,0.795646393,1680.0,0.001,62.3,0.001,87.0,62.3,20.1,3.18,36.5,2.33,8.26,0.63,5.19,208.0
icr072525,True,0.026,1.35,1.616767454,1330.0,0.001,157.0,0.4,194.0,36.2,39.2,16.8,95.5,9.48,11.8,1.73,5.05,87.7
icr072526,True,0.014,1.35,0.518456923,1330.0,0.001,40.1,0.24,161.0,14.4,11.5,4.83,42.8,4.42,8.31,1.56,5.06,85.0
icr072544,True,0.07400000000000001,2.23,1.537032931,1760.0,0.001,147.0,0.001,434.0,137.0,47.6,35.6,13.4,40.2,13.4,2.12,4.82,163.0
icr072545,True,0.036000000000000004,1.64,1.061067405,1160.0,0.001,102.0,0.24,554.0,38.0,27.3,16.5,52.5,13.4,9.18,1.13,4.79,99.7
icr072596,True,0.059,0.29,5.133012302,355.0,0.19,719.0,0.21,50.5,124.0,123.0,58.7,47.0,7.9,6.76,1.03,6.84,29.3
icr072597,True,0.029,0.097,4.553565661,443.0,0.17,501.0,0.001,42.8,226.0,156.0,36.1,41.7,2.39,4.5,0.84,6.94,36.6
icr072616,True,0.044,0.19,5.666003044,421.0,0.001,634.0,0.001,66.5,146.0,240.0,85.7,32.0,2.12,3.71,1.23,6.44,31.4
icr072617,True,0.024,0.097,9.309855425,624.0,0.029,1000.0,0.001,61.6,137.0,458.0,39.1,40.1,1.59,4.41,0.44,6.53,53.2
icr072636,True,0.02,0.19,5.894333559,414.0,0.029,755.0,0.001,55.5,104.0,206.0,56.2,34.7,1.73,3.37,0.56,6.71,36.3
icr072637,True,0.021,0.097,7.862170531,510.0,0.001,998.0,0.001,44.1,106.0,298.0,39.1,31.8,1.27,3.75,0.87,6.61,33.1
icr072656,True,0.019,0.19,9.410239479,444.0,0.001,1250.0,0.001,130.0,96.7,330.0,48.2,42.7,2.37,4.48,1.16,6.38,34.0
icr072657,True,0.023,0.29,12.81818203,537.0,0.033,1830.0,0.001,90.5,61.8,398.0,30.0,50.8,2.0,4.95,0.99,6.18,45.0
icr072676,True,0.085,0.097,5.946009912999999,346.0,0.11,951.0,0.32,49.7,106.0,96.0,52.0,29.1,5.41,4.61,0.98,7.69,26.0
icr072677,True,0.023,0.19,4.888980047,425.0,0.041,627.0,0.001,43.2,95.0,161.0,43.0,41.5,1.99,4.04,0.53,6.47,35.7
icr072696,True,0.033,0.19,2.944136459,331.0,0.001,448.0,0.51,39.0,59.6,51.5,43.1,29.0,5.3,3.97,1.62,6.58,30.2
icr072697,True,0.015,0.19,2.301679102,438.0,0.001,346.0,0.001,52.7,47.2,38.1,27.5,31.3,2.52,3.33,0.5,6.34,30.6
icr072716,True,0.035,0.19,2.068074021,416.0,0.001,272.0,0.2,52.1,76.5,44.8,32.8,32.7,9.0,4.32,1.13,6.73,29.2
icr072717,True,0.01,0.29,1.816294942,593.0,0.001,218.0,0.001,56.2,87.2,40.8,29.6,38.2,3.98,5.3,0.69,5.77,36.5
icr072736,True,0.032,0.097,4.937010526,360.0,0.03,533.0,0.001,87.2,104.0,225.0,75.7,33.7,2.7,3.62,0.74,6.6,32.3
icr072737,True,0.07400000000000001,0.19,9.13093826,452.0,0.001,856.0,0.001,126.0,212.0,496.0,72.2,48.2,3.91,6.12,13.4,6.42,36.9
icr072756,True,0.025,0.48,2.193321955,506.0,0.001,303.0,0.24,54.2,57.8,41.2,42.0,43.7,4.57,4.55,0.54,5.86,37.1
icr072757,True,0.01,0.48,1.835305849,613.0,0.001,241.0,0.001,63.3,43.7,41.7,13.5,40.0,2.5,6.04,1.09,5.37,54.1
icr072776,True,0.023,0.097,3.017104162,366.0,0.001,421.0,0.46,69.5,91.0,66.0,50.5,30.8,13.5,3.1,1.29,6.19,30.6
icr072777,True,0.017,0.19,4.967509459,539.0,0.001,634.0,0.56,86.7,128.0,161.0,59.5,32.1,5.99,4.13,1.69,5.83,39.6
icr072797,True,0.029,0.097,4.383856291,533.0,0.046,557.0,0.001,96.2,150.0,123.0,51.3,45.7,2.25,4.04,2.2,6.12,37.2
icr072816,True,0.091,0.19,5.427891822,344.0,0.061,924.0,0.28,53.3,65.9,61.0,75.5,31.1,10.0,4.51,1.67,7.26,22.6
icr072817,True,0.04,0.097,5.8234319710000015,416.0,0.058,910.0,0.001,65.2,110.0,101.0,64.5,36.2,3.2,3.06,1.44,7.55,26.6
icr072836,True,0.04,0.097,5.109501596,296.0,0.041,682.0,0.28,109.0,105.0,146.0,84.7,51.6,4.08,3.54,1.44,6.67,29.7
icr072837,True,0.031,0.19,7.267042337,326.0,0.06,830.0,0.001,89.5,179.0,273.0,112.0,92.7,1.8,3.99,1.37,7.14,24.2
icr072856,True,0.066,0.097,3.14667572,181.0,0.039,385.0,0.23,60.7,56.3,69.9,49.3,115.0,3.72,2.67,1.31,7.79,20.0
icr072857,True,0.3720000000000001,0.19,11.30289573,178.0,0.22,1120.0,0.001,65.0,179.0,208.0,100.0,811.0,2.39,6.82,0.42,9.86,22.4
icr072877,True,0.018000000000000002,0.097,2.522295259,350.0,0.057,376.0,0.001,55.7,66.0,53.7,38.0,6.83,2.02,1.63,0.42,6.87,35.6
icr072896,True,0.02,0.19,1.6998320690000002,305.0,0.001,261.0,0.25,38.5,24.8,40.1,32.7,,3.74,1.67,0.54,6.14,24.0
icr072897,True,0.01,0.19,1.268018748,361.0,0.001,157.0,0.41,44.5,38.6,46.5,22.6,,2.08,1.67,0.68,5.75,31.6
icr072948,True,0.042,1.06,0.498898142,1510.0,0.001,44.0,0.71,268.0,54.6,10.8,3.7,11.5,8.82,11.8,0.96,5.09,115.0
icr072949,True,0.024,0.67,0.461395785,1560.0,0.001,37.2,0.53,173.0,23.6,10.5,2.02,29.5,4.29,7.9,0.8,5.22,105.0
icr072968,True,0.073,0.097,5.336993088,1280.0,0.21,684.0,0.5,136.0,131.0,181.0,41.5,19.8,92.9,6.87,1.07,6.4,59.5
icr072969,True,0.028,0.29,2.752176344,1580.0,0.056,281.0,0.32,84.7,131.0,111.0,25.8,21.8,17.1,6.25,0.62,6.16,120.0
icr072988,True,0.032,0.38,1.5716798419999998,1350.0,0.001,171.0,0.7,149.0,35.7,56.1,46.8,37.2,11.8,7.75,1.35,5.37,66.9
icr072989,True,0.036000000000000004,1.16,0.7282891290000001,1610.0,0.001,69.4,1.04,137.0,58.8,22.1,3.58,11.1,5.75,8.57,0.5,5.05,162.0
icr073008,True,0.016,0.29,1.090120162,1460.0,0.001,105.0,1.53,69.0,26.6,49.1,84.2,21.0,1.21,4.32,0.79,5.58,175.0
icr073009,True,0.024,0.097,2.102422587,1430.0,0.039,233.0,1.93,71.5,65.0,87.0,83.0,12.0,3.52,6.62,2.08,5.96,135.0
icr073028,True,0.022,0.67,0.047587945,1470.0,0.001,0.001,0.26,131.0,18.6,0.001,1.05,0.001,11.6,9.75,0.68,5.25,63.9
icr073029,True,0.017,0.48,0.277348587,1490.0,0.001,23.6,0.001,108.0,0.001,6.76,0.72,23.8,10.0,8.41,0.93,5.08,74.0
icr073048,True,0.024,0.19,3.034055907,1270.0,0.07400000000000001,428.0,0.51,97.5,99.2,72.5,35.0,9.47,13.0,6.15,1.04,6.07,68.1
icr073049,True,0.021,0.29,1.885565196,1380.0,0.001,251.0,0.45,95.9,81.2,42.7,30.3,16.1,5.99,5.74,0.86,5.85,86.0
icr073068,True,0.015,1.16,1.221803175,1180.0,0.001,128.0,1.13,151.0,40.7,40.6,10.4,32.7,9.67,7.76,1.28,5.23,77.5
icr073069,True,0.022,0.48,2.237115893,1070.0,0.001,256.0,1.1,162.0,59.7,71.4,22.8,49.3,11.5,7.53,0.87,5.42,64.7
icr073088,True,0.041,2.13,1.758770476,2200.0,0.001,158.0,0.44,37.1,47.5,43.6,1.55,112.0,3.41,9.74,0.69,5.01,410.0
icr073089,True,0.07400000000000001,2.61,3.098927522,2240.0,0.001,338.0,0.47,86.2,172.0,93.0,5.95,46.1,7.99,12.4,0.71,5.19,360.0
icr073128,True,0.022,0.19,2.352952062,1370.0,0.039,319.0,0.42,97.9,27.8,55.7,28.8,52.1,14.4,8.32,0.84,5.83,46.5
icr073129,True,0.017,0.19,1.4528140390000002,1580.0,0.001,197.0,0.001,90.7,10.0,30.1,13.3,44.5,8.5,6.87,0.56,5.71,56.3
icr073148,True,0.022,0.097,1.66837839,1160.0,0.026,200.0,0.81,87.0,41.2,50.5,60.3,33.5,6.04,7.92,0.83,5.77,47.6
icr073149,True,0.016,0.19,1.605776352,1440.0,0.001,197.0,0.66,66.0,21.0,55.2,47.7,25.5,2.52,5.2,0.45,5.62,105.0
icr073168,True,0.023,0.097,1.944853628,1230.0,0.001,232.0,0.78,86.2,31.6,58.2,66.5,51.3,6.41,6.99,0.94,5.75,55.6
icr073169,True,0.012,0.29,1.789984993,1200.0,0.001,174.0,0.74,118.0,61.1,67.0,40.7,48.3,4.0,6.0,2.54,5.6,97.3
icr073188,True,0.028,0.97,0.696144977,2120.0,0.001,83.0,0.61,60.2,23.6,13.3,3.43,25.5,13.8,11.0,0.53,5.28,165.0
icr073189,True,0.019,0.48,0.294500021,1870.0,0.001,27.1,0.6,41.7,5.5,5.7,1.47,22.5,10.5,9.01,0.77,5.38,109.0
icr073208,True,0.08199999999999999,0.19,4.658633933,1390.0,0.084,504.0,2.0,108.0,192.0,175.0,160.0,46.3,4.57,8.48,1.36,5.56,109.0
icr073228,True,0.047,0.29,5.439378474,1410.0,0.27,723.0,1.25,93.9,138.0,158.0,94.2,38.1,5.42,6.95,2.23,6.17,100.0
icr073229,True,0.028,0.19,3.406809093,1500.0,0.14,411.0,1.12,63.8,91.5,112.0,74.2,44.2,1.72,5.29,0.84,6.08,130.0
icr073248,True,0.051,0.19,8.89808628,1290.0,0.22,992.0,1.49,192.0,164.0,350.0,107.0,144.0,24.3,10.8,2.87,5.69,87.0
icr073249,True,0.016,0.29,1.978572002,1410.0,0.001,146.0,0.73,72.2,55.3,99.4,17.6,65.7,2.58,5.63,0.81,5.5,168.0
icr073300,True,0.016,0.29,3.016831075,1260.0,0.22,331.0,0.74,53.2,68.9,111.0,75.2,61.7,1.67,5.76,0.98,5.89,158.0
icr073301,True,0.026,0.097,3.345355203,1300.0,0.15,368.0,0.81,69.7,92.0,138.0,93.2,29.8,3.06,6.67,0.93,5.89,127.0
icr073320,True,0.034,0.29,2.23374786,1180.0,0.09,261.0,0.27,68.5,87.0,67.2,62.7,34.7,5.83,7.12,1.0,5.69,85.9
icr073340,True,0.025,0.29,4.1077706030000005,1260.0,0.096,565.0,0.4,105.0,123.0,102.0,55.7,28.8,11.8,7.07,3.41,5.8,85.0
icr073341,True,0.012,0.19,3.04524582,1090.0,0.02,441.0,0.83,61.3,55.2,67.7,94.2,32.1,2.58,4.45,0.95,6.09,84.5
icr073361,True,0.026,0.29,7.196732155,1440.0,0.17,929.0,0.79,63.1,191.0,176.0,65.0,140.0,5.32,9.39,0.74,6.02,126.0
icr073362,True,0.02,0.29,2.884268775,1340.0,0.001,396.0,0.74,53.2,102.0,62.7,54.7,28.8,2.49,5.28,1.19,5.69,181.0
icr073379,True,0.023,0.48,1.213573588,1250.0,0.001,134.0,0.26,134.0,64.9,30.8,23.5,28.3,5.42,7.86,0.86,5.45,92.5
icr073380,True,0.012,0.58,0.9060065,1220.0,0.001,93.7,0.21,79.4,27.8,28.5,16.3,30.1,2.94,4.87,0.65,5.42,76.6
icr073399,True,0.033,0.19,3.597268183,1220.0,0.11,427.0,0.65,73.5,78.9,133.0,58.1,37.1,3.98,6.08,1.28,5.88,112.0
icr073400,True,0.013,0.19,1.830988037,1290.0,0.001,213.0,0.5,45.2,30.3,65.0,56.7,34.8,1.26,4.92,0.81,5.74,161.0
icr073419,True,0.024,0.29,3.599195219,1260.0,0.097,475.0,1.61,81.7,121.0,94.9,128.0,30.0,6.84,7.3,1.93,5.85,85.3
icr073420,True,0.014,0.38,2.0477983980000003,1270.0,0.001,254.0,1.31,54.5,64.2,59.2,109.0,28.6,2.79,5.2,0.88,5.6,111.0
icr073439,True,0.02,0.19,2.572515905,1160.0,0.05,306.0,0.31,89.0,81.7,84.5,73.2,31.1,4.45,6.26,0.53,5.75,98.7
icr073440,True,0.012,0.29,2.772456511,1340.0,0.062,302.0,0.3,54.2,54.2,87.9,55.0,91.4,2.2,7.76,0.92,5.6,123.0
icr073459,True,0.012,0.87,1.078051087,1260.0,0.001,105.0,0.45,84.7,59.0,31.3,67.5,33.0,8.41,7.42,1.3,5.29,82.5
icr073460,True,0.019,0.97,0.916382237,1270.0,0.001,94.0,0.37,83.2,44.3,23.1,60.2,32.7,6.76,6.92,2.6,5.16,96.5
icr073479,True,0.011,0.29,2.828768045,1420.0,0.071,271.0,0.46,40.3,98.4,102.0,50.7,87.2,1.41,6.69,1.41,5.58,174.0
icr073480,True,0.023,0.38,2.74990573,1400.0,0.08,284.0,0.45,52.0,137.0,109.0,42.6,18.1,3.18,6.48,0.72,5.79,150.0
icr073499,True,0.018000000000000002,0.29,2.866455158,1180.0,0.11,272.0,0.7,47.3,62.6,98.2,64.5,123.0,2.22,7.08,0.99,5.56,124.0
icr073500,True,0.024,0.19,2.333368899,1270.0,0.12,202.0,0.86,77.5,86.0,129.0,79.4,8.58,5.67,6.88,0.88,5.81,90.6
icr073519,True,0.024,0.29,2.718505633,1130.0,0.051,352.0,0.28,60.5,69.2,85.2,75.7,17.8,3.48,5.25,0.71,5.71,128.0
icr073520,True,0.017,0.19,2.250042696,1260.0,0.001,282.0,0.43,47.0,43.0,67.4,68.4,39.8,1.61,5.04,0.79,5.6,80.8
icr073539,True,0.029,0.29,1.861332143,1250.0,0.001,153.0,0.22,102.0,135.0,78.2,71.5,24.1,7.88,7.24,1.12,5.64,82.9
